DBN,School Name,Cohort,Total Cohort,Total Grads - n,Total Grads - % of cohort,Total Regents - n,Total Regents - % of cohort,Total Regents - % of grads,Advanced Regents - n,Advanced Regents - % of cohort,Advanced Regents - % of grads,Regents w/o Advanced - n,Regents w/o Advanced - % of cohort,Regents w/o Advanced - % of grads,Local - n,Local - % of cohort,Local - % of grads,Still Enrolled - n,Still Enrolled - % of cohort,Dropped Out - n,Dropped Out - % of cohort
26Q495,BAYSIDE HIGH SCHOOL,2004,995,699,70.30%,673,67.60%,96.30%,475,47.70%,68%,198,19.90%,28.30%,26,2.60%,3.70%,233,23.40%,55,5.50%
26Q495,BAYSIDE HIGH SCHOOL,2005,1085,854,78.70%,825,76%,96.60%,578,53.30%,67.70%,247,22.80%,28.90%,29,2.70%,3.40%,152,14%,56,5.20%
26Q495,BAYSIDE HIGH SCHOOL,2006,902,723,80.20%,695,77.10%,96.10%,450,49.90%,62.20%,245,27.20%,33.90%,28,3.10%,3.90%,111,12.30%,58,6.40%
26Q495,BAYSIDE HIGH SCHOOL,2006 Aug,902,757,83.90%,717,79.50%,94.70%,453,50.20%,59.80%,264,29.30%,34.90%,40,4.40%,5.30%,77,8.50%,58,6.40%
26Q566,QUEENS HIGH SCHOOL OF TEACHING  LIBER,2002,71,59,83.10%,45,63.40%,76.30%,0,0%,0%,45,63.40%,76.30%,14,19.70%,23.70%,10,14.10%,0,0%
26Q566,QUEENS HIGH SCHOOL OF TEACHING  LIBER,2003,255,219,85.90%,164,64.30%,74.90%,51,20%,23.30%,113,44.30%,51.60%,55,21.60%,25.10%,28,11%,5,2%
26Q566,QUEENS HIGH SCHOOL OF TEACHING  LIBER,2004,281,233,82.90%,168,59.80%,72.10%,0,0%,0%,168,59.80%,72.10%,65,23.10%,27.90%,38,13.50%,10,3.60%
26Q566,QUEENS HIGH SCHOOL OF TEACHING  LIBER,2005,269,217,80.70%,151,56.10%,69.60%,35,13%,16.10%,116,43.10%,53.50%,66,24.50%,30.40%,41,15.20%,8,3%
26Q566,QUEENS HIGH SCHOOL OF TEACHING  LIBER,2006,281,235,83.60%,183,65.10%,77.90%,35,12.50%,14.90%,148,52.70%,63%,52,18.50%,22.10%,31,11%,9,3.20%
26Q566,QUEENS HIGH SCHOOL OF TEACHING  LIBER,2006 Aug,281,243,86.50%,187,66.50%,77%,35,12.50%,14.40%,152,54.10%,62.60%,56,19.90%,23%,23,8.20%,9,3.20%
27Q260,FREDERICK DOUGLASS ACADEMY VI HIGH SC,2003,2,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
27Q260,FREDERICK DOUGLASS ACADEMY VI HIGH SC,2004,74,47,63.50%,33,44.60%,70.20%,0,0%,0%,33,44.60%,70.20%,14,18.90%,29.80%,25,33.80%,1,1.40%
27Q260,FREDERICK DOUGLASS ACADEMY VI HIGH SC,2005,85,64,75.30%,46,54.10%,71.90%,0,0%,0%,46,54.10%,71.90%,18,21.20%,28.10%,19,22.40%,2,2.40%
27Q260,FREDERICK DOUGLASS ACADEMY VI HIGH SC,2006,95,68,71.60%,53,55.80%,77.90%,8,8.40%,11.80%,45,47.40%,66.20%,15,15.80%,22.10%,22,23.20%,4,4.20%
27Q260,FREDERICK DOUGLASS ACADEMY VI HIGH SC,2006 Aug,95,71,74.70%,53,55.80%,74.60%,8,8.40%,11.30%,45,47.40%,63.40%,18,18.90%,25.40%,19,20%,4,4.20%
27Q262,CHANNEL VIEW SCHOOL FOR RESEARCH,2004,76,65,85.50%,55,72.40%,84.60%,12,15.80%,18.50%,43,56.60%,66.20%,10,13.20%,15.40%,7,9.20%,3,3.90%
27Q262,CHANNEL VIEW SCHOOL FOR RESEARCH,2005,68,63,92.60%,56,82.40%,88.90%,14,20.60%,22.20%,42,61.80%,66.70%,7,10.30%,11.10%,2,2.90%,3,4.40%
27Q262,CHANNEL VIEW SCHOOL FOR RESEARCH,2006,71,67,94.40%,59,83.10%,88.10%,13,18.30%,19.40%,46,64.80%,68.70%,8,11.30%,11.90%,4,5.60%,0,0%
27Q262,CHANNEL VIEW SCHOOL FOR RESEARCH,2006 Aug,71,69,97.20%,59,83.10%,85.50%,13,18.30%,18.80%,46,64.80%,66.70%,10,14.10%,14.50%,2,2.80%,0,0%
27Q302,QUEENS HIGH SCHOOL FOR INFORMATION  R,2006,2,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
27Q302,QUEENS HIGH SCHOOL FOR INFORMATION  R,2006 Aug,2,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
27Q400,AUGUST MARTIN HIGH SCHOOL,2001,317,131,41.30%,8,2.50%,6.10%,0,0%,0%,8,2.50%,6.10%,123,38.80%,93.90%,141,44.50%,34,10.70%
27Q400,AUGUST MARTIN HIGH SCHOOL,2002,349,155,44.40%,55,15.80%,35.50%,9,2.60%,5.80%,46,13.20%,29.70%,100,28.70%,64.50%,109,31.20%,68,19.50%
27Q400,AUGUST MARTIN HIGH SCHOOL,2003,295,129,43.70%,42,14.20%,32.60%,6,2%,4.70%,36,12.20%,27.90%,87,29.50%,67.40%,92,31.20%,65,22%
27Q400,AUGUST MARTIN HIGH SCHOOL,2004,405,210,51.90%,85,21%,40.50%,8,2%,3.80%,77,19%,36.70%,125,30.90%,59.50%,105,25.90%,78,19.30%
27Q400,AUGUST MARTIN HIGH SCHOOL,2005,388,186,47.90%,80,20.60%,43%,4,1%,2.20%,76,19.60%,40.90%,106,27.30%,57%,93,24%,85,21.90%
27Q400,AUGUST MARTIN HIGH SCHOOL,2006,288,154,53.50%,76,26.40%,49.40%,11,3.80%,7.10%,65,22.60%,42.20%,78,27.10%,50.60%,79,27.40%,48,16.70%
27Q400,AUGUST MARTIN HIGH SCHOOL,2006 Aug,288,184,63.90%,81,28.10%,44%,11,3.80%,6%,70,24.30%,38%,103,35.80%,56%,49,17%,48,16.70%
27Q410,BEACH CHANNEL HIGH SCHOOL,2001,506,237,46.80%,120,23.70%,50.60%,38,7.50%,16%,82,16.20%,34.60%,117,23.10%,49.40%,210,41.50%,37,7.30%
27Q410,BEACH CHANNEL HIGH SCHOOL,2002,532,281,52.80%,37,7%,13.20%,10,1.90%,3.60%,27,5.10%,9.60%,244,45.90%,86.80%,153,28.80%,77,14.50%
27Q410,BEACH CHANNEL HIGH SCHOOL,2003,571,268,46.90%,60,10.50%,22.40%,5,0.90%,1.90%,55,9.60%,20.50%,208,36.40%,77.60%,152,26.60%,134,23.50%
27Q410,BEACH CHANNEL HIGH SCHOOL,2004,424,204,48.10%,160,37.70%,78.40%,20,4.70%,9.80%,140,33%,68.60%,44,10.40%,21.60%,112,26.40%,93,21.90%
27Q410,BEACH CHANNEL HIGH SCHOOL,2005,427,193,45.20%,152,35.60%,78.80%,6,1.40%,3.10%,146,34.20%,75.60%,41,9.60%,21.20%,114,26.70%,83,19.40%
27Q410,BEACH CHANNEL HIGH SCHOOL,2006,389,189,48.60%,118,30.30%,62.40%,8,2.10%,4.20%,110,28.30%,58.20%,71,18.30%,37.60%,117,30.10%,61,15.70%
27Q410,BEACH CHANNEL HIGH SCHOOL,2006 Aug,389,204,52.40%,123,31.60%,60.30%,8,2.10%,3.90%,115,29.60%,56.40%,81,20.80%,39.70%,102,26.20%,61,15.70%
27Q465,FAR ROCKAWAY HIGH SCHOOL,2001,309,119,38.50%,18,5.80%,15.10%,11,3.60%,9.20%,7,2.30%,5.90%,101,32.70%,84.90%,100,32.40%,75,24.30%
27Q465,FAR ROCKAWAY HIGH SCHOOL,2002,259,103,39.80%,37,14.30%,35.90%,4,1.50%,3.90%,33,12.70%,32%,66,25.50%,64.10%,82,31.70%,69,26.60%
27Q465,FAR ROCKAWAY HIGH SCHOOL,2003,277,107,38.60%,44,15.90%,41.10%,6,2.20%,5.60%,38,13.70%,35.50%,63,22.70%,58.90%,87,31.40%,73,26.40%
27Q465,FAR ROCKAWAY HIGH SCHOOL,2004,209,80,38.30%,29,13.90%,36.30%,3,1.40%,3.80%,26,12.40%,32.50%,51,24.40%,63.80%,69,33%,56,26.80%
27Q465,FAR ROCKAWAY HIGH SCHOOL,2005,232,98,42.20%,28,12.10%,28.60%,1,0.40%,1%,27,11.60%,27.60%,70,30.20%,71.40%,71,30.60%,55,23.70%
27Q465,FAR ROCKAWAY HIGH SCHOOL,2006,164,66,40.20%,25,15.20%,37.90%,0,0%,0%,25,15.20%,37.90%,41,25%,62.10%,35,21.30%,59,36%
27Q465,FAR ROCKAWAY HIGH SCHOOL,2006 Aug,164,66,40.20%,25,15.20%,37.90%,0,0%,0%,25,15.20%,37.90%,41,25%,62.10%,35,21.30%,59,36%
27Q475,RICHMOND HILL HIGH SCHOOL,2001,713,302,42.40%,163,22.90%,54%,31,4.30%,10.30%,132,18.50%,43.70%,140,19.60%,46.40%,243,34.10%,138,19.40%
27Q475,RICHMOND HILL HIGH SCHOOL,2002,692,310,44.80%,170,24.60%,54.80%,27,3.90%,8.70%,143,20.70%,46.10%,140,20.20%,45.20%,233,33.70%,117,16.90%
27Q475,RICHMOND HILL HIGH SCHOOL,2003,758,349,46%,175,23.10%,50.10%,45,5.90%,12.90%,130,17.20%,37.20%,174,23%,49.90%,270,35.60%,124,16.40%
27Q475,RICHMOND HILL HIGH SCHOOL,2004,787,324,41.20%,169,21.50%,52.20%,35,4.40%,10.80%,134,17%,41.40%,155,19.70%,47.80%,284,36.10%,166,21.10%
27Q475,RICHMOND HILL HIGH SCHOOL,2005,941,427,45.40%,236,25.10%,55.30%,37,3.90%,8.70%,199,21.10%,46.60%,191,20.30%,44.70%,252,26.80%,200,21.30%
27Q475,RICHMOND HILL HIGH SCHOOL,2006,867,451,52%,353,40.70%,78.30%,55,6.30%,12.20%,298,34.40%,66.10%,98,11.30%,21.70%,204,23.50%,172,19.80%
27Q475,RICHMOND HILL HIGH SCHOOL,2006 Aug,867,498,57.40%,373,43%,74.90%,55,6.30%,11%,318,36.70%,63.90%,125,14.40%,25.10%,157,18.10%,172,19.80%
27Q480,JOHN ADAMS HIGH SCHOOL,2001,733,304,41.50%,129,17.60%,42.40%,6,0.80%,2%,123,16.80%,40.50%,175,23.90%,57.60%,297,40.50%,113,15.40%
27Q480,JOHN ADAMS HIGH SCHOOL,2002,781,352,45.10%,218,27.90%,61.90%,54,6.90%,15.30%,164,21%,46.60%,134,17.20%,38.10%,277,35.50%,126,16.10%
27Q480,JOHN ADAMS HIGH SCHOOL,2003,792,345,43.60%,217,27.40%,62.90%,57,7.20%,16.50%,160,20.20%,46.40%,128,16.20%,37.10%,288,36.40%,147,18.60%
27Q480,JOHN ADAMS HIGH SCHOOL,2004,812,330,40.60%,223,27.50%,67.60%,37,4.60%,11.20%,186,22.90%,56.40%,107,13.20%,32.40%,322,39.70%,146,18%
27Q480,JOHN ADAMS HIGH SCHOOL,2005,799,374,46.80%,245,30.70%,65.50%,33,4.10%,8.80%,212,26.50%,56.70%,129,16.10%,34.50%,243,30.40%,135,16.90%
27Q480,JOHN ADAMS HIGH SCHOOL,2006,808,460,56.90%,344,42.60%,74.80%,36,4.50%,7.80%,308,38.10%,67%,116,14.40%,25.20%,180,22.30%,142,17.60%
27Q480,JOHN ADAMS HIGH SCHOOL,2006 Aug,808,512,63.40%,367,45.40%,71.70%,36,4.50%,7%,331,41%,64.60%,145,17.90%,28.30%,129,16%,141,17.50%
27Q650,HIGH SCHOOL FOR CONSTRUCTION TRADES,2006,177,156,88.10%,146,82.50%,93.60%,27,15.30%,17.30%,119,67.20%,76.30%,10,5.60%,6.40%,18,10.20%,2,1.10%
27Q650,HIGH SCHOOL FOR CONSTRUCTION TRADES,2006 Aug,177,162,91.50%,149,84.20%,92%,27,15.30%,16.70%,122,68.90%,75.30%,13,7.30%,8%,12,6.80%,2,1.10%
28Q440,FOREST HILLS HIGH SCHOOL,2001,976,718,73.60%,497,50.90%,69.20%,252,25.80%,35.10%,245,25.10%,34.10%,222,22.70%,30.90%,154,15.80%,94,9.60%
28Q440,FOREST HILLS HIGH SCHOOL,2002,1061,752,70.90%,599,56.50%,79.70%,252,23.80%,33.50%,347,32.70%,46.10%,153,14.40%,20.30%,198,18.70%,95,9%
28Q440,FOREST HILLS HIGH SCHOOL,2003,901,656,72.80%,516,57.30%,78.70%,214,23.80%,32.60%,302,33.50%,46%,140,15.50%,21.30%,152,16.90%,86,9.50%
28Q440,FOREST HILLS HIGH SCHOOL,2004,951,708,74.40%,550,57.80%,77.70%,245,25.80%,34.60%,305,32.10%,43.10%,158,16.60%,22.30%,166,17.50%,70,7.40%
28Q440,FOREST HILLS HIGH SCHOOL,2005,946,758,80.10%,566,59.80%,74.70%,266,28.10%,35.10%,300,31.70%,39.60%,192,20.30%,25.30%,106,11.20%,60,6.30%
28Q440,FOREST HILLS HIGH SCHOOL,2006,959,811,84.60%,632,65.90%,77.90%,212,22.10%,26.10%,420,43.80%,51.80%,179,18.70%,22.10%,104,10.80%,24,2.50%
28Q440,FOREST HILLS HIGH SCHOOL,2006 Aug,959,833,86.90%,641,66.80%,77%,213,22.20%,25.60%,428,44.60%,51.40%,192,20%,23%,82,8.60%,24,2.50%
28Q470,JAMAICA HIGH SCHOOL,2001,524,201,38.40%,126,24%,62.70%,39,7.40%,19.40%,87,16.60%,43.30%,75,14.30%,37.30%,152,29%,153,29.20%
28Q470,JAMAICA HIGH SCHOOL,2002,583,243,41.70%,176,30.20%,72.40%,39,6.70%,16%,137,23.50%,56.40%,67,11.50%,27.60%,183,31.40%,135,23.20%
28Q470,JAMAICA HIGH SCHOOL,2003,584,269,46.10%,209,35.80%,77.70%,65,11.10%,24.20%,144,24.70%,53.50%,60,10.30%,22.30%,183,31.30%,117,20%
28Q470,JAMAICA HIGH SCHOOL,2004,523,206,39.40%,162,31%,78.60%,27,5.20%,13.10%,135,25.80%,65.50%,44,8.40%,21.40%,201,38.40%,108,20.70%
28Q470,JAMAICA HIGH SCHOOL,2005,462,222,48.10%,165,35.70%,74.30%,37,8%,16.70%,128,27.70%,57.70%,57,12.30%,25.70%,137,29.70%,82,17.70%
28Q470,JAMAICA HIGH SCHOOL,2006,394,190,48.20%,150,38.10%,78.90%,22,5.60%,11.60%,128,32.50%,67.40%,40,10.20%,21.10%,116,29.40%,74,18.80%
28Q470,JAMAICA HIGH SCHOOL,2006 Aug,394,206,52.30%,158,40.10%,76.70%,22,5.60%,10.70%,136,34.50%,66%,48,12.20%,23.30%,100,25.40%,74,18.80%
28Q505,HILLCREST HIGH SCHOOL,2001,726,393,54.10%,224,30.90%,57%,46,6.30%,11.70%,178,24.50%,45.30%,169,23.30%,43%,184,25.30%,139,19.10%
28Q505,HILLCREST HIGH SCHOOL,2002,831,481,57.90%,281,33.80%,58.40%,43,5.20%,8.90%,238,28.60%,49.50%,200,24.10%,41.60%,192,23.10%,140,16.80%
28Q505,HILLCREST HIGH SCHOOL,2003,756,430,56.90%,220,29.10%,51.20%,30,4%,7%,190,25.10%,44.20%,210,27.80%,48.80%,199,26.30%,114,15.10%
28Q505,HILLCREST HIGH SCHOOL,2004,767,437,57%,233,30.40%,53.30%,43,5.60%,9.80%,190,24.80%,43.50%,204,26.60%,46.70%,221,28.80%,103,13.40%
28Q505,HILLCREST HIGH SCHOOL,2005,869,541,62.30%,322,37.10%,59.50%,55,6.30%,10.20%,267,30.70%,49.40%,219,25.20%,40.50%,190,21.90%,113,13%
28Q505,HILLCREST HIGH SCHOOL,2006,766,490,64%,307,40.10%,62.70%,61,8%,12.40%,246,32.10%,50.20%,183,23.90%,37.30%,167,21.80%,95,12.40%
28Q505,HILLCREST HIGH SCHOOL,2006 Aug,766,531,69.30%,322,42%,60.60%,62,8.10%,11.70%,260,33.90%,49%,209,27.30%,39.40%,126,16.40%,95,12.40%
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL,2001,542,438,80.80%,380,70.10%,86.80%,99,18.30%,22.60%,281,51.80%,64.20%,58,10.70%,13.20%,61,11.30%,33,6.10%
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL,2002,513,444,86.50%,390,76%,87.80%,134,26.10%,30.20%,256,49.90%,57.70%,54,10.50%,12.20%,42,8.20%,19,3.70%
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL,2003,518,438,84.60%,411,79.30%,93.80%,188,36.30%,42.90%,223,43.10%,50.90%,27,5.20%,6.20%,53,10.20%,24,4.60%
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL,2004,490,396,80.80%,339,69.20%,85.60%,276,56.30%,69.70%,63,12.90%,15.90%,57,11.60%,14.40%,53,10.80%,27,5.50%
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL,2005,624,553,88.60%,524,84%,94.80%,199,31.90%,36%,325,52.10%,58.80%,29,4.60%,5.20%,37,5.90%,22,3.50%
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL,2006,819,695,84.90%,639,78%,91.90%,156,19%,22.40%,483,59%,69.50%,56,6.80%,8.10%,65,7.90%,44,5.40%
28Q620,THOMAS A. EDISON CAREER AND TECHNICAL,2006 Aug,819,717,87.50%,657,80.20%,91.60%,156,19%,21.80%,501,61.20%,69.90%,60,7.30%,8.40%,44,5.40%,43,5.30%
28Q680,QUEENS GATEWAY TO HEALTH SCIENCES SEC,2001,97,90,92.80%,87,89.70%,96.70%,67,69.10%,74.40%,20,20.60%,22.20%,3,3.10%,3.30%,6,6.20%,1,1%
28Q680,QUEENS GATEWAY TO HEALTH SCIENCES SEC,2002,75,66,88%,45,60%,68.20%,43,57.30%,65.20%,2,2.70%,3%,21,28%,31.80%,9,12%,0,0%
28Q680,QUEENS GATEWAY TO HEALTH SCIENCES SEC,2003,92,80,87%,80,87%,100%,57,62%,71.30%,23,25%,28.80%,0,0%,0%,10,10.90%,2,2.20%
28Q680,QUEENS GATEWAY TO HEALTH SCIENCES SEC,2004,90,82,91.10%,81,90%,98.80%,65,72.20%,79.30%,16,17.80%,19.50%,1,1.10%,1.20%,6,6.70%,2,2.20%
28Q680,QUEENS GATEWAY TO HEALTH SCIENCES SEC,2005,111,105,94.60%,102,91.90%,97.10%,79,71.20%,75.20%,23,20.70%,21.90%,3,2.70%,2.90%,3,2.70%,2,1.80%
28Q680,QUEENS GATEWAY TO HEALTH SCIENCES SEC,2006,117,109,93.20%,108,92.30%,99.10%,74,63.20%,67.90%,34,29.10%,31.20%,1,0.90%,0.90%,7,6%,0,0%
28Q680,QUEENS GATEWAY TO HEALTH SCIENCES SEC,2006 Aug,117,113,96.60%,112,95.70%,99.10%,76,65%,67.30%,36,30.80%,31.90%,1,0.90%,0.90%,3,2.60%,0,0%
28Q687,QUEENS HIGH SCHOOL FOR THE SCIENCES A,2002,90,80,88.90%,79,87.80%,98.80%,58,64.40%,72.50%,21,23.30%,26.30%,1,1.10%,1.30%,10,11.10%,0,0%
28Q687,QUEENS HIGH SCHOOL FOR THE SCIENCES A,2003,99,95,96%,94,94.90%,98.90%,89,89.90%,93.70%,5,5.10%,5.30%,1,1%,1.10%,4,4%,0,0%
28Q687,QUEENS HIGH SCHOOL FOR THE SCIENCES A,2004,87,79,90.80%,79,90.80%,100%,74,85.10%,93.70%,5,5.70%,6.30%,0,0%,0%,8,9.20%,0,0%
28Q687,QUEENS HIGH SCHOOL FOR THE SCIENCES A,2005,92,86,93.50%,86,93.50%,100%,82,89.10%,95.30%,4,4.30%,4.70%,0,0%,0%,5,5.40%,1,1.10%
28Q687,QUEENS HIGH SCHOOL FOR THE SCIENCES A,2006,107,102,95.30%,102,95.30%,100%,101,94.40%,99%,1,0.90%,1%,0,0%,0%,5,4.70%,0,0%
28Q687,QUEENS HIGH SCHOOL FOR THE SCIENCES A,2006 Aug,107,104,97.20%,104,97.20%,100%,103,96.30%,99%,1,0.90%,1%,0,0%,0%,3,2.80%,0,0%
28Q690,HIGH SCHOOL FOR LAW ENFORCEMENT AND P,2002,4,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
28Q690,HIGH SCHOOL FOR LAW ENFORCEMENT AND P,2003,177,109,61.60%,66,37.30%,60.60%,5,2.80%,4.60%,61,34.50%,56%,43,24.30%,39.40%,51,28.80%,16,9%
28Q690,HIGH SCHOOL FOR LAW ENFORCEMENT AND P,2004,128,83,64.80%,53,41.40%,63.90%,8,6.30%,9.60%,45,35.20%,54.20%,30,23.40%,36.10%,38,29.70%,7,5.50%
28Q690,HIGH SCHOOL FOR LAW ENFORCEMENT AND P,2005,104,77,74%,62,59.60%,80.50%,7,6.70%,9.10%,55,52.90%,71.40%,15,14.40%,19.50%,23,22.10%,2,1.90%
28Q690,HIGH SCHOOL FOR LAW ENFORCEMENT AND P,2006,126,96,76.20%,70,55.60%,72.90%,3,2.40%,3.10%,67,53.20%,69.80%,26,20.60%,27.10%,20,15.90%,10,7.90%
28Q690,HIGH SCHOOL FOR LAW ENFORCEMENT AND P,2006 Aug,126,103,81.70%,70,55.60%,68%,3,2.40%,2.90%,67,53.20%,65%,33,26.20%,32%,14,11.10%,9,7.10%
29Q248,QUEENS PREPARATORY ACADEMY,2003,2,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
29Q248,QUEENS PREPARATORY ACADEMY,2004,7,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
29Q248,QUEENS PREPARATORY ACADEMY,2005,92,74,80.40%,69,75%,93.20%,7,7.60%,9.50%,62,67.40%,83.80%,5,5.40%,6.80%,15,16.30%,3,3.30%
29Q248,QUEENS PREPARATORY ACADEMY,2006,95,68,71.60%,52,54.70%,76.50%,7,7.40%,10.30%,45,47.40%,66.20%,16,16.80%,23.50%,15,15.80%,10,10.50%
29Q248,QUEENS PREPARATORY ACADEMY,2006 Aug,95,72,75.80%,53,55.80%,73.60%,7,7.40%,9.70%,46,48.40%,63.90%,19,20%,26.40%,11,11.60%,10,10.50%
29Q259,PATHWAYS COLLEGE PREPARATORY SCHOOL:,2004,2,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
29Q259,PATHWAYS COLLEGE PREPARATORY SCHOOL:,2005,57,42,73.70%,38,66.70%,90.50%,0,0%,0%,38,66.70%,90.50%,4,7%,9.50%,10,17.50%,5,8.80%
29Q259,PATHWAYS COLLEGE PREPARATORY SCHOOL:,2006,64,52,81.30%,43,67.20%,82.70%,0,0%,0%,43,67.20%,82.70%,9,14.10%,17.30%,6,9.40%,6,9.40%
29Q259,PATHWAYS COLLEGE PREPARATORY SCHOOL:,2006 Aug,64,53,82.80%,44,68.80%,83%,0,0%,0%,44,68.80%,83%,9,14.10%,17%,5,7.80%,6,9.40%
29Q265,EXCELSIOR PREPARATORY HIGH SCHOOL,2003,6,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
29Q265,EXCELSIOR PREPARATORY HIGH SCHOOL,2004,93,67,72%,30,32.30%,44.80%,0,0%,0%,30,32.30%,44.80%,37,39.80%,55.20%,25,26.90%,1,1.10%
29Q265,EXCELSIOR PREPARATORY HIGH SCHOOL,2005,97,69,71.10%,68,70.10%,98.60%,6,6.20%,8.70%,62,63.90%,89.90%,1,1%,1.40%,24,24.70%,3,3.10%
29Q265,EXCELSIOR PREPARATORY HIGH SCHOOL,2006,91,55,60.40%,44,48.40%,80%,11,12.10%,20%,33,36.30%,60%,11,12.10%,20%,33,36.30%,2,2.20%
29Q265,EXCELSIOR PREPARATORY HIGH SCHOOL,2006 Aug,91,67,73.60%,52,57.10%,77.60%,12,13.20%,17.90%,40,44%,59.70%,15,16.50%,22.40%,21,23.10%,2,2.20%
29Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL,2001,21,21,100%,21,100%,100%,3,14.30%,14.30%,18,85.70%,85.70%,0,0%,0%,0,0%,0,0%
29Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL,2002,39,28,71.80%,24,61.50%,85.70%,6,15.40%,21.40%,18,46.20%,64.30%,4,10.30%,14.30%,10,25.60%,1,2.60%
29Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL,2003,97,54,55.70%,40,41.20%,74.10%,8,8.20%,14.80%,32,33%,59.30%,14,14.40%,25.90%,31,32%,10,10.30%
29Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL,2004,65,42,64.60%,30,46.20%,71.40%,7,10.80%,16.70%,23,35.40%,54.80%,12,18.50%,28.60%,16,24.60%,7,10.80%
29Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL,2005,79,54,68.40%,48,60.80%,88.90%,17,21.50%,31.50%,31,39.20%,57.40%,6,7.60%,11.10%,23,29.10%,0,0%
29Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL,2006,103,81,78.60%,76,73.80%,93.80%,21,20.40%,25.90%,55,53.40%,67.90%,5,4.90%,6.20%,19,18.40%,3,2.90%
29Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL,2006 Aug,103,88,85.40%,79,76.70%,89.80%,21,20.40%,23.90%,58,56.30%,65.90%,9,8.70%,10.20%,12,11.70%,3,2.90%
29Q283,PREPARATORY ACADEMY FOR WRITERS: A CO,2004,1,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
29Q283,PREPARATORY ACADEMY FOR WRITERS: A CO,2005,4,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
29Q283,PREPARATORY ACADEMY FOR WRITERS: A CO,2006,36,28,77.80%,12,33.30%,42.90%,0,0%,0%,12,33.30%,42.90%,16,44.40%,57.10%,3,8.30%,5,13.90%
29Q283,PREPARATORY ACADEMY FOR WRITERS: A CO,2006 Aug,36,29,80.60%,12,33.30%,41.40%,0,0%,0%,12,33.30%,41.40%,17,47.20%,58.60%,2,5.60%,5,13.90%
29Q420,SPRINGFIELD GARDENS HIGH SCHOOL,2001,323,105,32.50%,25,7.70%,23.80%,0,0%,0%,25,7.70%,23.80%,79,24.50%,75.20%,117,36.20%,95,29.40%
29Q420,SPRINGFIELD GARDENS HIGH SCHOOL,2002,284,105,37%,18,6.30%,17.10%,1,0.40%,1%,17,6%,16.20%,87,30.60%,82.90%,89,31.30%,79,27.80%
29Q420,SPRINGFIELD GARDENS HIGH SCHOOL,2003,97,38,39.20%,4,4.10%,10.50%,1,1%,2.60%,3,3.10%,7.90%,34,35.10%,89.50%,11,11.30%,42,43.30%
29Q420,SPRINGFIELD GARDENS HIGH SCHOOL,2004,1,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
29Q420,SPRINGFIELD GARDENS HIGH SCHOOL,2005,1,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
29Q492,MATHEMATICS  SCIENCE RESEARCH AND TEC,2001,113,79,69.90%,60,53.10%,75.90%,0,0%,0%,60,53.10%,75.90%,19,16.80%,24.10%,26,23%,4,3.50%
29Q492,MATHEMATICS  SCIENCE RESEARCH AND TEC,2002,121,86,71.10%,62,51.20%,72.10%,5,4.10%,5.80%,57,47.10%,66.30%,24,19.80%,27.90%,25,20.70%,9,7.40%
29Q492,MATHEMATICS  SCIENCE RESEARCH AND TEC,2003,100,64,64%,47,47%,73.40%,3,3%,4.70%,44,44%,68.80%,17,17%,26.60%,29,29%,4,4%
29Q492,MATHEMATICS  SCIENCE RESEARCH AND TEC,2004,113,82,72.60%,63,55.80%,76.80%,11,9.70%,13.40%,52,46%,63.40%,19,16.80%,23.20%,21,18.60%,8,7.10%
29Q492,MATHEMATICS  SCIENCE RESEARCH AND TEC,2005,105,61,58.10%,42,40%,68.90%,14,13.30%,23%,28,26.70%,45.90%,19,18.10%,31.10%,30,28.60%,12,11.40%
29Q492,MATHEMATICS  SCIENCE RESEARCH AND TEC,2006,108,73,67.60%,57,52.80%,78.10%,22,20.40%,30.10%,35,32.40%,47.90%,16,14.80%,21.90%,24,22.20%,10,9.30%
